student_id;sex;age;guardian;father_edu;father_job;mother_edu;mother_job;parents_status;family_relations;family_support;family_size;address;reason;weekend_alcohol;workday_alcohol;extra_activities;freetime;goes_out;health;nursery;wants_higher;internet;in_relationship;school;school_support;paid_class;absences;failures;traveltime;studytime;passed
824;F;16;mother;4;other;3;at_home;T;2;1;GT3;U;course;2;1;0;4;3;3;1;1;1;0;GP;0;0;12;0;1;2;0
951;F;16;mother;2;other;2;at_home;T;4;1;LE3;U;course;2;1;0;3;4;2;1;1;0;0;GP;0;0;4;0;1;2;0
963;F;16;mother;2;other;2;at_home;T;3;0;GT3;U;home;1;1;1;1;2;5;1;1;1;0;GP;1;0;6;1;1;2;1
847;F;15;mother;2;services;1;at_home;T;3;0;GT3;U;course;2;1;0;2;3;1;0;1;1;0;GP;0;0;2;0;1;2;1
666;F;19;other;1;other;0;at_home;T;3;1;GT3;U;course;1;1;0;4;2;5;0;0;0;0;GP;0;0;2;3;1;2;0
648;M;15;mother;4;teacher;3;at_home;T;5;1;GT3;R;course;1;1;0;3;3;5;1;1;0;1;GP;0;0;0;0;4;2;0
865;M;17;mother;4;other;3;at_home;T;5;0;GT3;R;course;4;2;0;4;5;5;1;1;0;0;GP;0;0;0;0;3;2;0
829;F;15;mother;2;other;1;at_home;T;4;1;GT3;U;course;1;1;0;3;2;5;0;1;1;0;GP;0;1;2;0;1;2;1
570;M;15;mother;3;services;2;at_home;T;4;0;GT3;R;course;1;1;1;4;4;1;1;1;0;0;GP;1;1;2;0;1;2;0
836;F;16;mother;3;services;1;at_home;T;4;0;GT3;U;home;1;1;1;3;5;3;0;1;1;1;GP;0;0;0;3;1;2;0
949;M;17;mother;2;other;1;at_home;T;3;0;GT3;R;home;5;1;0;1;3;3;1;1;0;0;GP;0;0;4;0;1;2;1
755;F;17;mother;1;services;1;at_home;T;5;0;GT3;U;course;1;1;1;3;3;3;1;1;1;0;GP;0;0;0;0;1;2;0
706;M;17;other;2;services;1;at_home;T;4;0;GT3;U;other;5;4;1;4;4;5;0;1;1;0;GP;0;1;12;0;2;2;0
686;F;17;mother;1;services;2;at_home;T;4;1;GT3;R;reputation;2;1;1;2;5;5;1;1;1;0;GP;0;0;2;0;2;2;0
641;M;18;mother;1;other;2;at_home;T;4;1;LE3;U;course;5;4;1;3;2;3;1;1;1;1;GP;1;1;14;0;4;2;0
919;F;17;mother;1;services;2;at_home;T;2;0;GT3;R;course;1;1;1;1;1;3;1;1;0;0;GP;0;0;2;0;3;2;1
887;M;16;other;3;other;3;at_home;T;5;1;GT3;U;reputation;3;1;0;3;3;2;0;1;1;0;GP;1;0;6;0;3;2;1
708;M;17;mother;2;at_home;1;at_home;T;3;1;GT3;R;home;2;2;1;5;2;1;0;1;0;1;GP;0;1;2;0;1;2;1
730;F;17;mother;4;health;2;at_home;T;4;1;GT3;U;reputation;1;1;0;3;3;1;1;1;1;1;GP;0;1;2;0;2;2;1
997;F;19;other;1;other;1;at_home;T;4;1;LE3;U;reputation;3;1;1;4;3;3;0;1;1;0;GP;1;0;18;1;1;2;1
859;F;19;other;1;other;2;at_home;T;3;1;GT3;U;other;1;1;0;4;1;2;1;0;1;1;GP;0;0;20;0;3;2;1
522;F;17;father;2;at_home;2;at_home;A;3;1;GT3;U;home;2;1;0;3;1;4;1;1;1;1;GP;0;0;0;1;1;2;0
780;F;18;mother;4;other;1;at_home;A;4;0;LE3;R;course;4;1;0;3;4;5;1;1;0;1;MS;0;0;0;0;3;2;1
664;M;18;mother;1;other;1;at_home;T;4;0;LE3;R;other;3;2;1;4;3;5;0;0;0;0;MS;0;0;2;1;2;2;1
551;F;17;mother;4;at_home;4;at_home;T;2;1;LE3;U;course;1;1;1;3;4;1;1;1;1;1;MS;0;1;0;0;1;2;1
942;M;18;mother;3;other;1;at_home;T;3;1;GT3;R;course;4;2;0;3;4;3;1;1;0;0;MS;0;1;4;0;2;2;1
930;F;17;mother;1;other;3;at_home;T;4;1;GT3;R;reputation;3;2;1;5;4;1;0;1;1;0;MS;0;1;17;0;1;2;1
771;F;15;mother;4;health;4;teacher;T;3;1;GT3;U;reputation;2;1;0;3;3;2;1;1;1;0;GP;0;1;0;0;1;2;0
840;M;15;mother;3;other;4;teacher;T;5;1;GT3;U;course;2;1;0;4;3;3;1;1;1;0;GP;0;1;2;0;2;2;1
784;M;15;mother;3;other;4;teacher;T;4;0;GT3;U;reputation;1;1;0;4;1;1;1;1;1;0;GP;0;0;0;0;1;2;1
967;M;16;mother;2;other;4;teacher;T;4;0;LE3;U;course;3;1;1;5;1;5;1;1;1;0;GP;0;0;2;0;1;2;1
529;M;16;mother;4;teacher;4;teacher;T;4;1;GT3;U;home;5;5;1;4;5;5;1;1;1;1;GP;0;1;16;0;1;2;1
666;M;15;mother;3;at_home;4;teacher;T;4;1;GT3;R;course;1;1;1;5;2;5;1;1;1;1;GP;0;0;0;0;1;2;1
984;M;15;mother;2;other;4;teacher;T;4;1;GT3;U;home;2;2;0;3;3;5;1;1;0;0;GP;0;1;2;0;1;2;1
897;M;15;mother;4;health;4;teacher;T;3;1;GT3;U;reputation;1;1;1;2;2;5;1;1;0;0;GP;0;0;4;0;1;2;1
972;F;16;mother;3;services;4;teacher;T;5;1;LE3;U;course;2;1;1;4;3;1;1;1;1;0;GP;0;0;2;0;3;2;1
912;M;15;mother;3;other;4;teacher;T;4;1;GT3;U;home;3;2;1;3;3;5;1;1;1;0;GP;0;1;6;0;1;2;1
904;M;16;mother;4;health;4;teacher;A;4;1;LE3;U;reputation;5;3;0;1;3;5;1;1;0;0;GP;0;0;18;0;1;2;0
583;F;16;mother;2;services;4;teacher;T;5;1;GT3;U;home;1;1;1;3;3;1;1;1;1;0;GP;0;1;0;0;2;2;1
711;M;16;father;4;teacher;4;teacher;T;5;1;GT3;U;course;2;1;1;4;4;5;1;1;1;0;GP;0;0;2;0;1;2;1
538;M;17;mother;4;other;4;teacher;T;4;1;LE3;U;reputation;3;1;1;4;4;5;1;1;1;0;GP;0;1;0;0;1;2;1
621;M;17;mother;3;other;4;teacher;T;4;0;LE3;U;course;4;4;1;4;4;4;1;1;1;0;GP;0;1;4;0;2;2;0
808;M;16;mother;3;other;4;teacher;T;3;1;GT3;U;home;3;2;1;4;3;3;1;1;1;0;GP;0;1;10;0;1;2;0
722;F;16;mother;4;teacher;4;teacher;T;4;1;LE3;U;reputation;2;1;0;5;2;3;1;1;1;0;GP;0;1;0;0;1;2;1
867;F;16;mother;3;other;4;teacher;T;1;0;GT3;U;other;1;1;1;3;2;1;1;1;1;1;GP;0;1;10;0;1;2;1
820;M;17;mother;4;teacher;4;teacher;T;4;1;GT3;U;reputation;3;1;1;5;5;2;1;1;1;1;GP;1;0;14;0;1;2;0
668;M;17;mother;4;other;4;teacher;A;3;1;LE3;R;course;3;2;0;3;3;4;1;1;1;0;GP;0;1;2;0;2;2;1
861;M;18;mother;3;other;4;teacher;T;4;1;GT3;U;course;1;1;0;3;2;3;0;1;1;0;GP;0;1;2;0;1;2;0
702;F;18;mother;4;other;4;teacher;T;4;0;GT3;R;reputation;2;2;1;3;4;4;1;1;1;0;GP;0;1;8;0;2;2;1
566;M;18;mother;4;teacher;4;teacher;A;5;1;LE3;U;reputation;1;1;1;4;3;2;1;1;1;0;GP;0;1;9;0;1;2;1
612;M;18;mother;2;other;4;teacher;T;4;1;GT3;U;home;4;1;1;3;2;5;1;1;1;1;GP;0;1;11;0;1;2;1
548;F;18;mother;4;other;4;teacher;T;4;1;GT3;U;course;3;3;0;4;4;5;1;1;1;0;GP;0;1;2;0;1;2;1
640;M;18;father;4;services;4;teacher;T;4;1;GT3;U;home;2;2;1;3;3;2;1;1;1;0;GP;0;0;0;1;1;2;0
616;F;17;father;4;services;4;teacher;T;4;1;GT3;R;other;2;1;1;3;3;5;1;1;1;0;MS;0;1;4;0;2;2;1
942;F;18;mother;4;services;4;teacher;T;5;0;LE3;R;course;4;3;1;4;3;2;1;1;1;0;MS;0;1;4;0;1;2;1
547;M;18;father;4;teacher;4;teacher;T;3;0;GT3;U;home;4;1;1;2;4;2;0;1;1;0;MS;0;1;4;0;1;2;1
630;F;18;mother;1;services;3;teacher;T;4;1;LE3;U;course;1;1;0;3;4;1;1;1;1;0;MS;0;1;0;0;1;2;0
914;M;16;mother;3;other;4;services;T;5;1;LE3;U;reputation;2;1;1;4;2;5;1;1;1;0;GP;0;1;10;0;1;2;1
702;M;15;mother;2;other;3;services;A;4;1;LE3;U;home;1;1;0;2;2;1;1;1;1;0;GP;0;1;0;0;1;2;1
769;M;16;mother;4;other;3;services;A;5;1;LE3;U;home;1;1;1;3;3;5;1;1;1;0;GP;1;0;4;0;1;2;1
623;M;15;mother;4;services;4;services;T;4;1;GT3;U;reputation;1;1;1;3;1;5;1;1;1;0;GP;0;0;0;0;2;2;1
898;M;15;father;4;teacher;4;services;T;4;1;GT3;U;course;1;1;1;3;3;5;1;1;1;0;GP;0;0;2;0;1;2;1
581;F;15;father;4;teacher;4;services;T;4;1;GT3;U;other;1;1;1;4;4;3;0;1;1;0;GP;1;0;2;1;1;2;0
659;F;16;mother;2;services;2;services;T;4;1;LE3;U;course;3;2;0;3;3;4;1;1;1;0;GP;0;1;2;0;3;2;1
788;F;15;mother;3;services;4;services;A;4;1;GT3;U;reputation;1;1;1;3;2;1;1;1;1;0;GP;0;1;0;0;1;2;1
628;F;16;mother;2;other;4;services;T;4;1;GT3;U;course;1;1;0;2;3;5;1;1;1;0;GP;0;0;2;0;1;2;1
622;F;15;father;3;services;4;services;T;4;0;LE3;U;reputation;4;2;1;4;4;2;1;1;1;1;GP;1;0;0;0;1;2;1
511;F;15;mother;2;other;3;services;T;4;1;LE3;U;reputation;1;1;0;4;4;5;1;1;1;0;GP;0;1;10;0;1;2;0
759;M;15;mother;2;services;2;services;T;5;0;LE3;U;home;3;1;1;3;3;4;1;1;1;0;GP;0;1;4;0;2;2;1
978;F;15;father;4;services;4;services;T;4;0;GT3;U;reputation;3;2;0;4;4;5;1;1;1;1;GP;0;1;6;2;2;2;0
846;M;16;father;2;other;2;services;T;4;0;GT3;U;reputation;1;1;1;4;2;3;0;1;1;0;GP;0;1;12;1;2;2;1
639;F;15;mother;2;other;3;services;T;4;1;GT3;U;home;1;1;0;3;5;2;1;1;1;0;GP;1;1;26;0;2;2;0
993;M;15;mother;4;other;3;services;A;5;1;GT3;U;course;1;1;1;4;4;1;1;1;1;0;GP;0;1;0;0;1;2;1
928;M;16;mother;1;other;1;services;T;4;0;LE3;U;course;3;1;0;4;4;5;1;1;0;1;GP;0;0;0;1;1;2;1
932;F;16;mother;2;other;2;services;T;3;0;GT3;U;reputation;4;1;1;4;4;5;0;1;1;0;GP;0;1;2;0;2;2;1
946;M;16;mother;3;other;3;services;T;4;0;GT3;U;home;2;1;1;2;3;3;1;1;1;1;GP;0;1;2;0;1;2;1
723;F;17;father;4;services;2;services;T;5;1;GT3;U;reputation;3;2;1;4;2;5;1;1;0;0;GP;0;0;0;0;1;2;1
670;M;17;mother;3;services;3;services;T;4;1;GT3;U;other;3;2;1;3;4;4;1;1;1;1;GP;0;0;12;0;1;2;1
553;F;16;mother;3;services;2;services;T;4;0;GT3;U;course;1;1;0;3;3;2;1;1;1;0;GP;0;0;10;0;1;2;1
705;F;17;father;4;services;2;services;T;4;0;LE3;U;course;1;1;1;3;2;5;1;1;1;1;GP;0;0;0;0;1;2;1
917;F;16;mother;1;other;3;services;A;2;1;GT3;U;course;2;2;0;3;3;4;1;1;1;0;GP;0;1;5;3;1;2;0
994;M;17;mother;4;other;4;services;T;5;1;LE3;U;home;5;4;0;3;5;3;1;1;1;1;GP;0;1;13;0;1;2;1
660;M;18;mother;2;other;2;services;T;4;1;GT3;U;home;4;2;1;4;4;5;1;1;1;0;GP;0;1;15;1;1;2;0
937;M;18;father;3;health;3;services;T;3;1;LE3;U;home;4;2;0;2;4;4;1;1;1;0;GP;0;1;13;1;1;2;0
676;F;16;mother;3;teacher;2;services;T;2;0;GT3;U;other;1;1;0;3;1;3;1;1;1;0;GP;1;0;2;0;1;2;1
958;M;17;father;3;services;2;services;T;5;1;LE3;U;reputation;3;1;0;3;3;3;0;1;1;0;GP;0;1;2;0;1;2;1
835;M;19;mother;3;at_home;4;services;A;4;1;LE3;U;reputation;1;1;0;3;1;1;1;1;1;0;GP;0;0;12;0;1;2;1
647;F;18;father;3;other;4;services;T;3;1;GT3;U;home;3;1;0;1;2;2;1;1;1;1;GP;0;1;21;0;1;2;1
786;M;17;mother;1;other;3;services;T;5;0;GT3;U;other;4;3;1;4;4;5;1;1;1;1;GP;0;1;2;0;1;2;1
849;F;17;mother;2;other;2;services;T;4;1;LE3;U;course;3;2;0;4;4;5;1;1;1;1;GP;1;1;6;0;2;2;1
937;F;18;mother;1;at_home;2;services;T;5;0;LE3;U;reputation;1;1;0;4;3;5;1;1;1;1;GP;0;0;12;1;1;2;1
824;F;18;other;4;at_home;2;services;T;4;1;GT3;U;reputation;1;1;1;4;3;3;1;1;1;0;GP;0;1;8;1;1;2;1
632;F;19;other;2;services;1;services;T;4;0;LE3;U;home;2;2;1;2;4;3;0;1;0;1;GP;0;0;0;1;1;2;0
667;F;19;other;2;other;3;services;T;4;1;LE3;U;reputation;2;1;0;2;2;1;0;1;1;1;GP;0;1;22;1;2;2;1
935;F;18;mother;1;other;2;services;T;5;1;GT3;U;course;2;1;1;3;3;1;1;1;1;0;GP;0;1;0;0;2;2;0
832;F;17;mother;3;services;4;services;A;5;1;GT3;U;course;2;1;0;2;2;5;1;1;1;1;GP;0;1;23;0;1;2;1
602;F;18;mother;3;services;3;services;T;5;0;GT3;U;home;1;1;1;3;4;4;1;1;1;0;GP;0;0;0;0;1;2;0
818;M;18;mother;4;other;3;services;T;4;0;LE3;U;home;3;1;1;3;3;5;1;1;1;1;GP;0;0;11;0;1;2;1
981;M;17;mother;3;other;4;services;T;4;1;GT3;R;home;3;1;1;5;5;2;0;1;1;1;MS;0;1;4;0;2;2;1
857;F;18;father;3;services;3;services;T;5;1;GT3;U;course;1;1;0;3;4;5;1;1;0;1;MS;0;0;0;0;1;2;0
913;F;17;mother;2;other;3;services;A;1;0;LE3;U;reputation;2;1;0;2;3;5;1;1;0;1;MS;0;0;2;0;2;2;1
554;F;18;mother;3;services;3;services;T;4;1;GT3;U;other;3;1;0;3;2;3;1;1;1;1;MS;0;0;0;0;2;2;1
748;F;19;other;2;services;3;services;T;3;0;LE3;U;home;1;1;1;2;2;3;1;1;0;1;MS;0;0;4;2;2;2;0
729;M;20;other;2;services;2;services;A;5;1;LE3;U;course;5;4;0;5;4;4;1;1;0;0;MS;0;1;11;2;1;2;0
535;M;15;other;2;other;2;other;A;4;1;GT3;U;home;1;1;0;5;2;3;1;1;1;1;GP;0;0;0;0;1;3;1
980;M;16;mother;4;teacher;4;other;A;2;1;GT3;R;reputation;1;1;1;4;3;5;1;1;1;1;GP;0;0;7;0;2;3;1
625;M;15;mother;3;other;2;other;T;5;0;GT3;U;home;2;1;0;3;2;5;0;1;1;0;GP;1;1;4;0;1;3;1
629;F;15;mother;2;other;4;other;T;5;1;GT3;U;reputation;3;1;1;3;3;1;1;1;1;0;GP;0;0;4;0;1;3;1
880;F;16;mother;3;other;3;other;T;4;1;GT3;U;home;3;1;0;3;3;4;1;1;1;1;GP;0;1;0;0;1;3;0
720;F;16;mother;3;at_home;4;other;T;5;1;GT3;U;course;1;1;0;3;5;3;1;1;1;0;GP;1;1;0;0;1;3;0
696;F;17;mother;1;other;2;other;A;3;0;GT3;U;course;2;1;1;2;3;3;1;1;1;1;GP;0;0;10;0;2;3;1
788;F;18;other;1;other;2;other;T;4;1;GT3;U;course;1;1;0;4;4;3;0;1;1;1;GP;0;1;0;0;2;3;0
656;M;18;mother;2;other;3;other;T;5;0;GT3;R;course;1;1;1;3;2;3;0;1;0;0;GP;0;0;1;0;1;3;1
623;F;17;mother;3;other;3;other;T;3;0;GT3;U;home;1;1;1;2;3;4;0;1;0;0;GP;0;0;4;0;1;3;0
744;F;17;mother;2;other;4;other;T;4;1;GT3;U;reputation;1;1;0;3;3;3;1;1;1;0;GP;0;1;0;0;2;3;1
554;F;19;other;3;other;2;other;T;4;0;GT3;R;reputation;1;1;0;1;2;3;1;1;1;1;GP;0;0;40;1;1;3;1
509;F;18;mother;3;other;4;other;T;4;1;GT3;U;course;1;1;1;3;4;5;1;1;1;1;GP;0;1;9;0;1;3;0
946;M;18;mother;4;other;4;other;T;4;0;GT3;U;course;2;2;1;3;3;3;1;1;1;0;GP;0;0;3;0;1;3;1
628;F;18;mother;2;services;3;other;T;5;0;GT3;U;other;3;2;0;4;3;1;1;1;1;1;GP;0;0;7;0;1;3;1
913;F;17;mother;2;at_home;2;other;T;3;0;GT3;U;home;1;1;1;4;3;3;1;1;0;1;MS;0;0;8;0;1;3;1
701;F;18;mother;4;other;4;other;T;5;0;LE3;R;reputation;1;1;0;4;4;1;1;1;1;0;MS;0;0;0;0;2;3;1
961;F;18;mother;1;other;1;other;T;4;0;GT3;R;home;2;1;0;3;2;4;1;1;1;0;MS;0;0;2;0;4;3;1
688;F;15;mother;2;services;4;health;T;3;1;GT3;U;home;1;1;1;2;2;5;1;1;1;1;GP;0;1;2;0;1;3;1
583;F;16;mother;4;health;4;health;T;5;1;LE3;U;other;1;1;1;4;5;4;1;1;1;1;GP;0;1;4;0;1;3;1
512;F;17;mother;3;services;4;health;T;4;1;GT3;U;reputation;2;1;0;2;2;3;1;1;1;0;GP;0;1;0;0;1;3;1
607;F;17;mother;3;other;4;health;T;4;1;GT3;U;reputation;3;1;1;4;3;4;1;1;1;1;GP;0;1;0;0;1;3;1
759;F;20;other;2;other;4;health;T;5;1;GT3;U;course;1;1;0;4;3;3;0;1;1;1;MS;0;1;4;2;2;3;1
563;F;17;mother;4;services;3;at_home;T;4;1;GT3;U;home;4;3;0;4;3;5;1;1;1;1;GP;0;1;28;1;1;3;0
781;F;17;mother;2;at_home;2;at_home;T;4;1;GT3;U;course;1;1;1;3;3;4;1;1;1;0;GP;0;1;4;0;1;3;1
722;F;17;mother;1;other;1;at_home;T;4;1;GT3;U;reputation;1;1;1;3;4;5;1;1;0;1;GP;0;0;0;1;1;3;0
525;M;16;mother;2;other;3;at_home;T;5;0;GT3;U;reputation;3;1;1;3;3;2;1;1;1;1;GP;0;0;10;0;2;3;1
805;F;18;mother;2;services;2;at_home;T;4;1;GT3;U;home;1;1;1;3;3;3;1;1;1;1;GP;0;1;0;0;1;3;0
508;F;18;mother;2;at_home;2;at_home;T;4;1;GT3;U;other;2;1;0;3;3;2;1;1;1;0;GP;0;1;5;0;1;3;1
624;F;19;other;1;health;1;at_home;T;4;0;GT3;U;home;1;1;0;1;2;3;0;1;1;1;GP;0;0;14;2;1;3;1
816;F;17;father;4;services;3;at_home;T;4;1;GT3;R;course;5;2;1;3;4;5;0;1;1;0;GP;0;1;0;0;1;3;1
681;F;17;father;2;at_home;0;at_home;T;3;0;LE3;U;home;3;2;0;3;3;2;1;1;1;0;GP;0;0;0;0;2;3;1
858;F;17;father;4;other;2;at_home;T;4;1;GT3;R;course;1;1;0;4;3;5;1;1;1;1;GP;0;0;7;0;1;3;1
659;F;18;mother;3;other;2;at_home;T;4;1;GT3;U;course;2;1;0;3;3;3;1;1;1;0;GP;0;0;4;0;1;3;1
936;F;18;father;1;services;1;at_home;T;5;0;LE3;U;course;1;1;0;3;2;4;1;1;1;0;MS;0;0;0;0;2;3;1
817;F;18;mother;2;other;2;at_home;T;5;0;GT3;R;other;3;1;0;3;3;4;1;1;0;0;MS;0;1;2;0;2;3;1
953;M;15;mother;3;services;4;teacher;T;5;1;LE3;U;home;1;1;1;4;3;4;1;1;1;0;GP;0;0;2;0;1;3;1
527;F;16;mother;3;health;4;teacher;T;3;1;GT3;U;home;4;2;1;4;4;4;1;1;1;0;GP;1;1;2;0;1;3;0
627;F;15;mother;4;services;4;teacher;T;4;1;GT3;U;course;1;1;1;2;2;5;1;1;1;0;GP;0;1;2;0;1;3;1
953;F;17;mother;3;other;4;teacher;T;4;1;GT3;R;reputation;1;1;1;4;2;4;1;1;1;1;GP;0;1;6;0;2;3;0
642;F;16;mother;4;services;4;teacher;T;5;1;GT3;U;home;1;1;1;3;2;5;0;1;1;0;GP;0;0;0;0;1;3;1
877;F;17;mother;4;services;4;teacher;T;5;1;GT3;U;course;3;1;1;4;4;4;1;1;1;0;GP;0;1;7;0;1;3;0
717;F;17;mother;4;teacher;4;teacher;T;4;1;GT3;U;course;2;1;0;3;3;4;0;1;1;1;GP;0;1;4;0;2;3;1
780;M;18;mother;3;services;4;teacher;T;5;0;GT3;R;course;2;1;0;3;2;4;1;1;1;1;GP;0;0;9;0;1;3;1
657;M;18;mother;3;other;4;teacher;T;5;1;GT3;U;course;3;2;0;4;5;5;1;1;1;1;GP;0;1;0;0;1;3;0
984;M;18;mother;4;services;4;teacher;T;4;0;LE3;U;other;2;2;0;2;2;5;1;1;1;1;MS;0;1;0;0;2;3;1
511;F;15;father;1;other;2;services;T;5;1;GT3;U;reputation;1;1;1;2;2;4;1;1;1;0;GP;0;0;4;0;3;3;1
804;F;16;mother;4;services;4;services;T;3;1;GT3;U;reputation;2;1;1;2;3;2;1;1;1;0;GP;0;1;6;0;1;3;1
982;F;15;mother;4;health;2;services;T;4;1;GT3;R;course;1;1;1;3;2;5;1;1;1;0;GP;1;1;2;0;1;3;0
560;F;15;mother;4;health;3;services;T;4;1;GT3;R;course;1;1;1;3;2;5;1;1;1;0;GP;1;1;2;0;1;3;1
746;M;16;father;4;teacher;4;services;T;4;1;GT3;U;other;1;1;1;4;3;4;1;1;1;1;GP;0;0;0;0;1;3;1
590;M;16;father;3;other;3;services;T;5;1;GT3;U;home;1;1;1;3;3;5;1;1;1;0;GP;0;0;2;0;1;3;1
655;F;16;father;3;other;3;services;T;4;1;GT3;R;reputation;1;1;1;1;2;2;1;1;1;0;GP;1;0;0;1;1;3;1
711;F;15;father;4;teacher;3;services;T;4;1;GT3;R;course;2;2;0;2;2;5;1;1;1;1;GP;0;0;0;2;2;3;0
653;F;15;mother;4;at_home;4;services;T;4;1;GT3;U;course;1;1;1;3;3;5;1;1;1;1;GP;0;0;0;0;1;3;0
595;F;15;other;3;services;3;services;T;4;1;GT3;R;reputation;3;2;1;2;1;3;1;1;1;1;GP;0;1;8;2;2;3;1
792;F;17;mother;1;teacher;1;services;T;4;1;GT3;U;reputation;1;1;0;3;3;3;1;1;1;0;GP;0;1;6;0;1;3;1
963;M;18;mother;1;services;2;services;T;4;0;GT3;U;reputation;3;1;1;2;4;2;1;1;1;0;GP;0;1;6;0;1;3;1
751;M;18;mother;2;other;3;services;T;5;1;LE3;R;reputation;1;1;1;4;2;4;1;1;1;0;GP;0;1;8;0;2;3;1
749;F;17;mother;2;services;2;services;T;3;1;LE3;R;course;2;2;1;3;2;3;1;1;1;0;GP;0;1;3;0;1;3;1
591;F;17;father;1;services;3;services;T;3;1;GT3;U;course;3;2;0;4;3;5;0;1;1;0;GP;0;0;1;0;1;3;1
779;F;17;mother;4;other;3;services;T;4;0;GT3;U;course;3;1;0;4;5;5;1;1;1;0;GP;0;0;16;0;1;3;1
838;F;19;other;1;at_home;3;services;A;5;0;GT3;R;home;2;1;0;4;3;5;1;1;0;0;GP;0;1;12;1;1;3;1
744;F;19;other;1;services;2;services;T;4;0;GT3;U;home;3;1;1;3;4;3;1;1;1;1;GP;0;1;4;1;1;3;1
753;F;19;mother;3;other;2;services;T;5;0;GT3;R;course;2;1;1;4;2;5;0;1;1;0;MS;0;0;0;1;1;3;0
510;M;15;mother;4;services;4;other;A;1;1;GT3;U;reputation;5;5;1;3;3;3;0;1;1;1;GP;0;0;4;0;1;4;1
860;F;15;father;1;other;3;other;T;4;1;LE3;R;reputation;3;2;0;4;2;3;0;1;1;0;GP;0;0;12;0;2;4;1
679;M;16;father;1;other;3;other;T;4;1;GT3;U;reputation;1;1;0;3;2;5;1;1;1;0;GP;0;1;0;0;2;4;1
764;M;15;mother;2;other;4;other;T;3;0;GT3;U;course;1;1;0;3;3;3;1;1;1;0;GP;0;0;0;0;1;4;1
970;F;16;mother;2;other;2;other;T;5;0;GT3;U;reputation;3;1;0;2;3;3;1;1;1;1;GP;0;1;0;0;1;4;1
668;F;15;father;3;health;3;other;A;4;0;GT3;U;reputation;1;1;0;3;3;4;1;1;0;0;GP;1;0;10;0;1;4;1
983;F;15;mother;2;other;2;other;T;5;1;GT3;U;course;1;1;0;1;2;3;1;1;1;0;GP;1;1;8;0;1;4;0
777;M;15;father;4;other;4;other;T;1;1;GT3;R;home;5;3;1;3;5;1;1;1;1;1;GP;0;1;6;0;4;4;1
539;F;19;other;3;other;3;other;T;4;1;GT3;U;reputation;2;1;1;3;3;3;1;1;1;0;GP;0;1;10;0;1;4;0
549;F;18;father;3;services;2;other;T;4;1;GT3;U;reputation;3;1;1;5;5;2;1;1;1;1;GP;0;1;4;0;1;4;1
873;F;18;father;3;other;4;other;T;4;1;GT3;U;reputation;1;1;0;3;3;3;1;1;1;0;GP;0;1;0;0;1;4;1
823;M;18;mother;2;other;2;other;T;4;1;LE3;U;course;4;2;1;5;5;5;1;1;1;0;GP;0;0;2;0;1;4;0
997;M;16;mother;3;services;4;health;T;4;0;GT3;U;reputation;1;1;1;2;2;2;1;1;1;0;GP;0;0;4;0;1;4;1
643;F;17;father;2;health;3;health;T;5;1;GT3;U;reputation;2;1;1;2;2;5;0;1;1;0;GP;0;1;0;0;1;4;1
706;F;15;mother;1;other;1;at_home;T;3;1;GT3;R;home;1;1;1;1;2;1;1;1;1;0;GP;1;1;2;1;2;4;1
611;F;18;mother;1;other;1;at_home;T;5;1;LE3;R;reputation;1;1;1;2;2;3;1;1;0;0;GP;0;1;1;0;2;4;1
602;F;18;mother;2;other;2;at_home;T;4;0;GT3;R;course;1;1;1;4;4;4;1;1;0;0;GP;0;0;0;0;2;4;0
861;M;15;mother;0;other;4;teacher;T;3;0;GT3;U;course;1;1;1;4;3;1;1;1;1;0;GP;0;0;8;0;2;4;1
975;M;15;father;3;services;4;teacher;T;2;1;GT3;U;course;1;1;0;2;2;3;1;1;1;0;GP;1;0;0;0;2;4;0
949;F;17;mother;2;services;4;teacher;T;4;1;LE3;U;reputation;1;1;1;2;3;4;1;1;1;0;GP;0;1;6;0;1;4;1
879;F;16;mother;1;other;3;services;T;4;1;GT3;U;course;2;1;0;3;3;5;1;1;1;0;GP;1;1;4;0;1;4;0
960;M;15;mother;2;health;2;services;T;4;1;LE3;U;reputation;1;1;1;3;4;4;1;1;1;0;GP;0;0;6;0;1;4;1
793;M;15;father;2;services;2;services;T;5;1;GT3;U;home;2;1;1;5;4;5;1;1;1;0;GP;0;1;6;0;1;4;1
515;F;16;mother;2;services;2;services;T;5;1;GT3;R;reputation;1;1;1;3;5;5;0;1;1;0;GP;0;1;6;0;2;4;1
941;F;17;father;2;services;2;services;T;3;0;LE3;U;course;1;1;1;4;1;2;1;1;1;1;GP;0;1;0;0;1;4;0
846;F;17;mother;1;other;3;services;T;3;1;LE3;R;reputation;1;1;0;1;2;3;1;1;0;0;GP;0;1;6;0;2;4;1
775;F;18;mother;3;services;3;services;T;5;1;LE3;U;home;1;1;0;3;3;1;1;1;1;0;GP;0;0;7;0;1;4;1
