student_id,sex_F,sex_M,age,guardian_father,guardian_mother,guardian_other,father_edu,father_job_at_home,father_job_health,father_job_other,father_job_services,father_job_teacher,mother_edu,mother_job_at_home,mother_job_health,mother_job_other,mother_job_services,mother_job_teacher,parents_status_A,parents_status_T,family_relations,family_support,family_size_GT3,family_size_LE3,address_R,address_U,reason_course,reason_home,reason_other,reason_reputation,weekend_alcohol,workday_alcohol,extra_activities,freetime,goes_out,health,nursery,wants_higher,internet,in_relationship,school_GP,school_MS,school_support,paid_class,absences,failures,traveltime,studytime,passed
991,1,0,16,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,5,1,1,0,0,1,0,1,0,0,1,1,0,1,5,4,0,1,1,0,1,0,0,1,0,0,1,2,0
761,0,1,16,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,4,1,1,0,0,1,0,0,0,1,1,1,1,3,2,3,1,1,1,1,1,0,0,1,2,0,2,2,1
816,1,0,16,0,1,0,3,0,0,1,0,0,3,0,0,1,0,0,0,1,4,1,0,1,0,1,0,0,0,1,1,1,1,4,5,4,1,1,1,0,1,0,0,1,4,0,2,2,0
738,0,1,17,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,1,4,0,1,0,0,1,0,0,0,1,4,1,1,3,4,4,0,1,1,0,1,0,0,0,4,0,1,2,0
657,0,1,17,0,1,0,3,0,0,1,0,0,4,0,0,1,0,0,0,1,5,1,1,0,0,1,1,0,0,0,1,1,1,2,3,2,1,1,1,1,1,0,0,0,4,0,1,2,1
656,1,0,17,0,1,0,3,0,0,1,0,0,3,0,0,1,0,0,0,1,5,1,0,1,0,1,0,0,0,1,3,2,1,3,3,1,1,1,1,1,1,0,0,0,56,0,1,2,0
541,1,0,16,0,1,0,2,0,0,1,0,0,3,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,2,1,0,2,2,1,1,1,1,0,1,0,0,1,14,0,1,2,1
729,0,1,16,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,4,0,0,1,0,1,1,0,0,0,2,1,1,2,3,5,1,1,1,1,1,0,0,1,0,0,1,2,1
531,1,0,16,0,1,0,3,0,0,1,0,0,2,0,0,1,0,0,0,1,4,1,1,0,0,1,0,0,0,1,3,1,1,4,3,4,1,1,0,0,1,0,1,1,6,0,1,2,1
707,1,0,17,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,4,1,1,0,0,1,1,0,0,0,3,1,0,4,4,1,0,1,0,0,1,0,0,1,4,0,1,2,1
751,1,0,16,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,3,1,1,0,0,1,0,0,0,1,1,1,0,3,4,4,1,1,1,0,1,0,1,1,0,0,1,2,1
726,1,0,17,0,1,0,2,0,0,1,0,0,3,0,0,1,0,0,0,1,4,0,0,1,0,1,0,0,0,1,3,1,0,4,4,1,1,1,1,0,1,0,0,1,2,0,2,2,1
783,1,0,17,0,1,0,3,0,0,1,0,0,4,0,0,1,0,0,0,1,3,0,1,0,0,1,0,0,0,1,4,2,0,4,5,1,1,1,1,1,1,0,0,1,22,2,1,2,0
930,0,1,18,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,3,1,1,0,0,1,0,1,0,0,5,5,0,3,3,4,1,1,1,0,1,0,0,1,0,0,2,2,1
628,1,0,18,0,1,0,1,0,0,1,0,0,3,0,0,1,0,0,0,1,5,0,1,0,1,0,0,0,0,1,1,1,1,3,3,4,1,1,1,1,1,0,0,0,16,1,1,2,0
820,1,0,17,0,1,0,2,0,0,1,0,0,3,0,0,1,0,0,0,1,5,0,1,0,0,1,1,0,0,0,3,1,1,3,4,3,0,1,1,0,1,0,0,0,10,0,1,2,1
860,0,1,17,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,4,1,1,0,1,0,1,0,0,0,1,1,1,5,2,1,1,1,1,0,1,0,0,1,4,0,2,2,1
526,0,1,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3,1,0,1,0,1,0,1,0,0,1,1,0,4,2,5,1,1,1,0,1,0,0,1,18,0,2,2,0
755,0,1,17,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,4,0,0,1,0,1,0,1,0,0,5,5,1,4,2,4,0,1,1,1,1,0,0,1,4,0,1,2,1
965,0,1,18,1,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,1,5,0,1,0,0,1,0,0,0,1,5,3,0,5,4,2,1,0,1,0,1,0,0,0,0,1,1,2,0
645,0,1,18,0,1,0,3,0,0,0,1,0,3,0,0,1,0,0,0,1,4,1,0,1,1,0,1,0,0,0,3,1,0,3,3,5,1,1,1,1,1,0,0,0,8,1,1,2,0
678,0,1,18,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,5,0,1,0,0,1,0,1,0,0,2,1,1,2,4,4,1,1,1,0,1,0,0,0,8,0,1,2,1
939,0,1,18,0,1,0,4,0,0,1,0,0,3,0,0,1,0,0,1,0,4,1,0,1,1,0,0,0,0,1,4,3,1,2,5,1,1,1,1,0,1,0,0,1,13,0,2,2,1
832,1,0,18,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,4,1,1,0,1,0,0,0,0,1,2,1,0,3,5,3,1,0,1,1,1,0,0,0,0,0,2,2,0
872,1,0,19,0,0,1,3,0,0,0,1,0,3,0,0,1,0,0,0,1,4,1,1,0,0,1,0,1,0,0,3,3,1,3,5,5,1,1,1,0,1,0,0,1,15,2,1,2,0
745,1,0,18,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,4,1,0,1,0,1,0,1,0,0,1,1,0,4,3,3,0,1,0,0,1,0,0,1,2,0,2,2,1
704,1,0,18,0,1,0,2,0,0,0,1,0,3,0,0,1,0,0,1,0,4,0,1,0,1,0,0,1,0,0,1,1,0,1,1,5,0,0,1,1,1,0,0,0,75,0,2,2,0
896,1,0,18,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,5,0,1,0,0,1,0,1,0,0,1,1,1,4,4,4,1,1,1,0,1,0,1,0,4,0,2,2,1
658,1,0,17,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,5,1,1,0,0,1,1,0,0,0,2,1,0,4,5,5,0,1,1,0,1,0,0,0,4,0,1,2,1
561,0,1,17,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,4,0,1,0,0,1,0,0,0,1,2,1,0,3,3,4,0,1,1,0,1,0,0,1,2,0,1,2,1
753,1,0,18,0,0,1,3,0,0,1,0,0,4,0,0,1,0,0,0,1,4,1,0,1,0,1,0,1,0,0,2,1,0,4,5,2,1,1,1,1,1,0,0,1,10,0,2,2,0
521,0,1,19,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,1,4,1,1,0,0,1,0,1,0,0,1,1,1,4,4,3,1,1,1,1,1,0,0,0,20,1,1,2,1
838,0,1,19,1,0,0,3,0,0,0,1,0,3,0,0,1,0,0,0,1,4,0,1,0,1,0,0,0,0,1,2,1,1,5,3,5,1,1,0,1,1,0,0,0,0,1,1,2,1
603,0,1,19,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,0,1,4,0,1,0,0,1,1,0,0,0,2,2,0,5,2,4,0,1,1,0,1,0,0,0,3,1,1,2,1
926,1,0,17,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,4,1,1,0,0,1,1,0,0,0,1,1,0,2,2,3,1,1,0,1,1,0,0,0,12,0,1,2,0
659,1,0,18,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,0,1,4,0,0,1,0,1,0,1,0,0,1,1,1,3,3,2,0,1,1,1,1,0,0,0,0,0,1,2,0
536,1,0,17,0,1,0,2,0,0,1,0,0,3,0,0,1,0,0,0,1,4,1,1,0,0,1,0,1,0,0,3,2,0,3,2,2,1,1,1,1,1,0,0,1,0,0,1,2,0
732,1,0,17,0,1,0,2,0,0,1,0,0,3,0,0,1,0,0,1,0,4,1,1,0,1,0,0,1,0,0,3,2,0,3,3,2,1,1,1,0,1,0,0,1,4,0,1,2,1
925,0,1,19,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,5,0,1,0,1,0,0,1,0,0,3,3,0,4,4,2,1,1,1,0,0,1,0,0,8,3,3,2,0
844,1,0,17,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,3,0,1,0,1,0,1,0,0,0,2,1,0,2,2,3,0,1,0,0,0,1,0,0,0,0,2,2,1
546,1,0,18,1,0,0,4,0,0,0,0,1,4,0,0,1,0,0,0,1,3,1,1,0,1,0,0,0,1,0,2,4,0,2,2,5,0,1,1,1,0,1,0,1,10,0,3,2,1
522,1,0,18,0,1,0,3,0,0,1,0,0,3,0,0,1,0,0,0,1,4,0,1,0,0,1,0,1,0,0,2,1,0,1,3,1,1,1,1,1,0,1,0,1,0,0,1,2,1
961,0,1,17,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,0,1,4,0,1,0,0,1,0,1,0,0,1,1,1,4,3,3,1,1,1,0,0,1,0,0,2,0,2,2,1
707,1,0,18,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,5,1,1,0,0,0,1,0,0,0,1,2,2,0
611,0,1,15,0,1,0,4,0,0,0,1,0,4,0,1,0,0,0,0,1,5,1,1,0,0,1,0,1,0,0,4,3,0,4,2,5,0,1,1,0,1,0,0,1,0,0,1,2,1
571,1,0,15,0,1,0,2,0,0,1,0,0,4,0,1,0,0,0,0,1,4,1,0,1,0,1,0,0,1,0,1,1,0,3,3,5,1,1,1,0,1,0,0,1,2,0,1,2,1
658,1,0,16,0,1,0,4,0,0,0,0,1,4,0,1,0,0,0,0,1,2,1,1,0,1,0,0,0,1,0,3,2,1,4,4,4,1,1,0,0,1,0,0,0,6,0,1,2,1
730,1,0,15,0,1,0,2,0,0,0,1,0,2,0,1,0,0,0,0,1,4,1,0,1,1,0,0,0,0,1,3,1,0,1,3,4,1,1,1,0,1,0,1,1,2,0,2,2,0
731,0,1,15,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,1,5,0,1,0,1,0,0,0,0,1,1,1,1,4,2,5,1,1,1,1,1,0,0,0,8,0,1,2,0
500,1,0,15,1,0,0,2,0,0,0,1,0,3,0,1,0,0,0,0,1,3,1,1,0,0,1,0,1,0,0,1,1,0,3,2,3,1,1,1,0,1,0,0,0,0,3,1,2,0
783,1,0,16,1,0,0,2,0,0,0,1,0,4,0,1,0,0,0,0,1,4,0,1,0,0,1,0,1,0,0,1,1,0,2,3,3,1,1,1,1,1,0,0,1,0,0,1,2,1
821,1,0,16,0,1,0,4,0,1,0,0,0,4,0,1,0,0,0,0,1,4,1,1,0,0,1,0,0,0,1,1,1,0,4,2,3,1,1,1,1,1,0,0,1,0,0,1,2,1
826,1,0,17,0,1,0,3,0,0,1,0,0,3,0,1,0,0,0,1,0,3,1,1,0,0,1,0,0,0,1,3,1,0,3,3,3,0,1,1,1,1,0,0,0,6,0,1,2,0
648,1,0,16,0,1,0,3,0,0,1,0,0,4,0,1,0,0,0,0,1,4,1,1,0,0,1,0,1,0,0,5,1,1,3,5,2,1,1,1,0,1,0,0,0,2,0,1,2,1
643,1,0,17,1,0,0,3,0,0,1,0,0,4,0,1,0,0,0,0,1,3,0,0,1,0,1,0,0,0,1,2,1,1,2,3,3,1,1,1,1,1,0,0,0,14,0,1,2,1
828,0,1,16,1,0,0,4,0,0,1,0,0,4,0,1,0,0,0,0,1,4,1,1,0,0,1,0,0,0,1,4,2,1,2,4,1,1,1,1,0,1,0,0,1,2,0,1,2,1
583,0,1,17,0,1,0,3,0,0,1,0,0,4,0,1,0,0,0,0,1,2,0,0,1,0,1,1,0,0,0,4,1,1,5,5,5,1,1,1,1,1,0,0,0,14,0,2,2,1
688,0,1,18,1,0,0,2,0,0,1,0,0,4,0,1,0,0,0,0,1,5,1,1,0,0,1,0,0,0,1,3,1,1,4,5,5,1,1,1,1,1,0,0,1,10,0,1,2,1
536,1,0,18,1,0,0,4,0,1,0,0,0,4,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,1,1,1,1,4,4,4,1,1,1,1,1,0,1,0,15,1,1,2,0
585,1,0,19,0,0,1,4,0,0,1,0,0,4,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,1,3,2,1,3,4,2,1,1,1,0,1,0,0,1,0,0,2,2,0
692,1,0,18,0,1,0,4,0,0,1,0,0,4,0,1,0,0,0,1,0,4,1,0,1,0,1,0,1,0,0,1,1,0,2,4,4,1,1,1,1,1,0,0,0,14,0,1,2,1
667,0,1,17,0,1,0,3,0,0,1,0,0,3,0,1,0,0,0,0,1,4,1,1,0,0,1,1,0,0,0,3,2,0,5,4,3,1,1,1,0,0,1,0,1,2,0,2,2,1
738,1,0,18,0,1,0,4,0,0,0,0,1,4,1,0,0,0,0,1,0,4,0,1,0,0,1,1,0,0,0,1,1,0,3,4,3,1,1,0,0,1,0,1,0,6,0,2,2,0
725,1,0,17,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,5,1,1,0,0,1,1,0,0,0,1,1,0,3,3,3,0,1,1,0,1,0,0,0,4,0,1,2,0
833,1,0,15,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,4,0,0,1,0,1,0,0,1,0,3,2,0,3,2,3,1,1,1,0,1,0,1,1,10,3,1,2,1
824,1,0,16,0,1,0,4,0,0,1,0,0,3,1,0,0,0,0,0,1,2,1,1,0,0,1,1,0,0,0,2,1,0,4,3,3,1,1,1,0,1,0,0,0,12,0,1,2,0
951,1,0,16,0,1,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,4,1,0,1,0,1,1,0,0,0,2,1,0,3,4,2,1,1,0,0,1,0,0,0,4,0,1,2,0
963,1,0,16,0,1,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,3,0,1,0,0,1,0,1,0,0,1,1,1,1,2,5,1,1,1,0,1,0,1,0,6,1,1,2,1
847,1,0,15,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,1,3,0,1,0,0,1,1,0,0,0,2,1,0,2,3,1,0,1,1,0,1,0,0,0,2,0,1,2,1
666,1,0,19,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,1,1,0,0,0,1,1,0,4,2,5,0,0,0,0,1,0,0,0,2,3,1,2,0
648,0,1,15,0,1,0,4,0,0,0,0,1,3,1,0,0,0,0,0,1,5,1,1,0,1,0,1,0,0,0,1,1,0,3,3,5,1,1,0,1,1,0,0,0,0,0,4,2,0
865,0,1,17,0,1,0,4,0,0,1,0,0,3,1,0,0,0,0,0,1,5,0,1,0,1,0,1,0,0,0,4,2,0,4,5,5,1,1,0,0,1,0,0,0,0,0,3,2,0
829,1,0,15,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,1,4,1,1,0,0,1,1,0,0,0,1,1,0,3,2,5,0,1,1,0,1,0,0,1,2,0,1,2,1
570,0,1,15,0,1,0,3,0,0,0,1,0,2,1,0,0,0,0,0,1,4,0,1,0,1,0,1,0,0,0,1,1,1,4,4,1,1,1,0,0,1,0,1,1,2,0,1,2,0
836,1,0,16,0,1,0,3,0,0,0,1,0,1,1,0,0,0,0,0,1,4,0,1,0,0,1,0,1,0,0,1,1,1,3,5,3,0,1,1,1,1,0,0,0,0,3,1,2,0
949,0,1,17,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,1,3,0,1,0,1,0,0,1,0,0,5,1,0,1,3,3,1,1,0,0,1,0,0,0,4,0,1,2,1
755,1,0,17,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,5,0,1,0,0,1,1,0,0,0,1,1,1,3,3,3,1,1,1,0,1,0,0,0,0,0,1,2,0
706,0,1,17,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,1,4,0,1,0,0,1,0,0,1,0,5,4,1,4,4,5,0,1,1,0,1,0,0,1,12,0,2,2,0
686,1,0,17,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,1,4,1,1,0,1,0,0,0,0,1,2,1,1,2,5,5,1,1,1,0,1,0,0,0,2,0,2,2,0
641,0,1,18,0,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,4,1,0,1,0,1,1,0,0,0,5,4,1,3,2,3,1,1,1,1,1,0,1,1,14,0,4,2,0
919,1,0,17,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,1,1,1,1,1,3,1,1,0,0,1,0,0,0,2,0,3,2,1
887,0,1,16,0,0,1,3,0,0,1,0,0,3,1,0,0,0,0,0,1,5,1,1,0,0,1,0,0,0,1,3,1,0,3,3,2,0,1,1,0,1,0,1,0,6,0,3,2,1
708,0,1,17,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,3,1,1,0,1,0,0,1,0,0,2,2,1,5,2,1,0,1,0,1,1,0,0,1,2,0,1,2,1
730,1,0,17,0,1,0,4,0,1,0,0,0,2,1,0,0,0,0,0,1,4,1,1,0,0,1,0,0,0,1,1,1,0,3,3,1,1,1,1,1,1,0,0,1,2,0,2,2,1
997,1,0,19,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,4,1,0,1,0,1,0,0,0,1,3,1,1,4,3,3,0,1,1,0,1,0,1,0,18,1,1,2,1
859,1,0,19,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,1,3,1,1,0,0,1,0,0,1,0,1,1,0,4,1,2,1,0,1,1,1,0,0,0,20,0,3,2,1
522,1,0,17,1,0,0,2,1,0,0,0,0,2,1,0,0,0,0,1,0,3,1,1,0,0,1,0,1,0,0,2,1,0,3,1,4,1,1,1,1,1,0,0,0,0,1,1,2,0
780,1,0,18,0,1,0,4,0,0,1,0,0,1,1,0,0,0,0,1,0,4,0,0,1,1,0,1,0,0,0,4,1,0,3,4,5,1,1,0,1,0,1,0,0,0,0,3,2,1
664,0,1,18,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,4,0,0,1,1,0,0,0,1,0,3,2,1,4,3,5,0,0,0,0,0,1,0,0,2,1,2,2,1
551,1,0,17,0,1,0,4,1,0,0,0,0,4,1,0,0,0,0,0,1,2,1,0,1,0,1,1,0,0,0,1,1,1,3,4,1,1,1,1,1,0,1,0,1,0,0,1,2,1
942,0,1,18,0,1,0,3,0,0,1,0,0,1,1,0,0,0,0,0,1,3,1,1,0,1,0,1,0,0,0,4,2,0,3,4,3,1,1,0,0,0,1,0,1,4,0,2,2,1
930,1,0,17,0,1,0,1,0,0,1,0,0,3,1,0,0,0,0,0,1,4,1,1,0,1,0,0,0,0,1,3,2,1,5,4,1,0,1,1,0,0,1,0,1,17,0,1,2,1
771,1,0,15,0,1,0,4,0,1,0,0,0,4,0,0,0,0,1,0,1,3,1,1,0,0,1,0,0,0,1,2,1,0,3,3,2,1,1,1,0,1,0,0,1,0,0,1,2,0
840,0,1,15,0,1,0,3,0,0,1,0,0,4,0,0,0,0,1,0,1,5,1,1,0,0,1,1,0,0,0,2,1,0,4,3,3,1,1,1,0,1,0,0,1,2,0,2,2,1
784,0,1,15,0,1,0,3,0,0,1,0,0,4,0,0,0,0,1,0,1,4,0,1,0,0,1,0,0,0,1,1,1,0,4,1,1,1,1,1,0,1,0,0,0,0,0,1,2,1
967,0,1,16,0,1,0,2,0,0,1,0,0,4,0,0,0,0,1,0,1,4,0,0,1,0,1,1,0,0,0,3,1,1,5,1,5,1,1,1,0,1,0,0,0,2,0,1,2,1
529,0,1,16,0,1,0,4,0,0,0,0,1,4,0,0,0,0,1,0,1,4,1,1,0,0,1,0,1,0,0,5,5,1,4,5,5,1,1,1,1,1,0,0,1,16,0,1,2,1
666,0,1,15,0,1,0,3,1,0,0,0,0,4,0,0,0,0,1,0,1,4,1,1,0,1,0,1,0,0,0,1,1,1,5,2,5,1,1,1,1,1,0,0,0,0,0,1,2,1
984,0,1,15,0,1,0,2,0,0,1,0,0,4,0,0,0,0,1,0,1,4,1,1,0,0,1,0,1,0,0,2,2,0,3,3,5,1,1,0,0,1,0,0,1,2,0,1,2,1
897,0,1,15,0,1,0,4,0,1,0,0,0,4,0,0,0,0,1,0,1,3,1,1,0,0,1,0,0,0,1,1,1,1,2,2,5,1,1,0,0,1,0,0,0,4,0,1,2,1
972,1,0,16,0,1,0,3,0,0,0,1,0,4,0,0,0,0,1,0,1,5,1,0,1,0,1,1,0,0,0,2,1,1,4,3,1,1,1,1,0,1,0,0,0,2,0,3,2,1
912,0,1,15,0,1,0,3,0,0,1,0,0,4,0,0,0,0,1,0,1,4,1,1,0,0,1,0,1,0,0,3,2,1,3,3,5,1,1,1,0,1,0,0,1,6,0,1,2,1
904,0,1,16,0,1,0,4,0,1,0,0,0,4,0,0,0,0,1,1,0,4,1,0,1,0,1,0,0,0,1,5,3,0,1,3,5,1,1,0,0,1,0,0,0,18,0,1,2,0
583,1,0,16,0,1,0,2,0,0,0,1,0,4,0,0,0,0,1,0,1,5,1,1,0,0,1,0,1,0,0,1,1,1,3,3,1,1,1,1,0,1,0,0,1,0,0,2,2,1
711,0,1,16,1,0,0,4,0,0,0,0,1,4,0,0,0,0,1,0,1,5,1,1,0,0,1,1,0,0,0,2,1,1,4,4,5,1,1,1,0,1,0,0,0,2,0,1,2,1
538,0,1,17,0,1,0,4,0,0,1,0,0,4,0,0,0,0,1,0,1,4,1,0,1,0,1,0,0,0,1,3,1,1,4,4,5,1,1,1,0,1,0,0,1,0,0,1,2,1
621,0,1,17,0,1,0,3,0,0,1,0,0,4,0,0,0,0,1,0,1,4,0,0,1,0,1,1,0,0,0,4,4,1,4,4,4,1,1,1,0,1,0,0,1,4,0,2,2,0
808,0,1,16,0,1,0,3,0,0,1,0,0,4,0,0,0,0,1,0,1,3,1,1,0,0,1,0,1,0,0,3,2,1,4,3,3,1,1,1,0,1,0,0,1,10,0,1,2,0
722,1,0,16,0,1,0,4,0,0,0,0,1,4,0,0,0,0,1,0,1,4,1,0,1,0,1,0,0,0,1,2,1,0,5,2,3,1,1,1,0,1,0,0,1,0,0,1,2,1
867,1,0,16,0,1,0,3,0,0,1,0,0,4,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,3,2,1,1,1,1,1,1,0,0,1,10,0,1,2,1
820,0,1,17,0,1,0,4,0,0,0,0,1,4,0,0,0,0,1,0,1,4,1,1,0,0,1,0,0,0,1,3,1,1,5,5,2,1,1,1,1,1,0,1,0,14,0,1,2,0
668,0,1,17,0,1,0,4,0,0,1,0,0,4,0,0,0,0,1,1,0,3,1,0,1,1,0,1,0,0,0,3,2,0,3,3,4,1,1,1,0,1,0,0,1,2,0,2,2,1
861,0,1,18,0,1,0,3,0,0,1,0,0,4,0,0,0,0,1,0,1,4,1,1,0,0,1,1,0,0,0,1,1,0,3,2,3,0,1,1,0,1,0,0,1,2,0,1,2,0
702,1,0,18,0,1,0,4,0,0,1,0,0,4,0,0,0,0,1,0,1,4,0,1,0,1,0,0,0,0,1,2,2,1,3,4,4,1,1,1,0,1,0,0,1,8,0,2,2,1
566,0,1,18,0,1,0,4,0,0,0,0,1,4,0,0,0,0,1,1,0,5,1,0,1,0,1,0,0,0,1,1,1,1,4,3,2,1,1,1,0,1,0,0,1,9,0,1,2,1
612,0,1,18,0,1,0,2,0,0,1,0,0,4,0,0,0,0,1,0,1,4,1,1,0,0,1,0,1,0,0,4,1,1,3,2,5,1,1,1,1,1,0,0,1,11,0,1,2,1
548,1,0,18,0,1,0,4,0,0,1,0,0,4,0,0,0,0,1,0,1,4,1,1,0,0,1,1,0,0,0,3,3,0,4,4,5,1,1,1,0,1,0,0,1,2,0,1,2,1
640,0,1,18,1,0,0,4,0,0,0,1,0,4,0,0,0,0,1,0,1,4,1,1,0,0,1,0,1,0,0,2,2,1,3,3,2,1,1,1,0,1,0,0,0,0,1,1,2,0
616,1,0,17,1,0,0,4,0,0,0,1,0,4,0,0,0,0,1,0,1,4,1,1,0,1,0,0,0,1,0,2,1,1,3,3,5,1,1,1,0,0,1,0,1,4,0,2,2,1
942,1,0,18,0,1,0,4,0,0,0,1,0,4,0,0,0,0,1,0,1,5,0,0,1,1,0,1,0,0,0,4,3,1,4,3,2,1,1,1,0,0,1,0,1,4,0,1,2,1
547,0,1,18,1,0,0,4,0,0,0,0,1,4,0,0,0,0,1,0,1,3,0,1,0,0,1,0,1,0,0,4,1,1,2,4,2,0,1,1,0,0,1,0,1,4,0,1,2,1
630,1,0,18,0,1,0,1,0,0,0,1,0,3,0,0,0,0,1,0,1,4,1,0,1,0,1,1,0,0,0,1,1,0,3,4,1,1,1,1,0,0,1,0,1,0,0,1,2,0
914,0,1,16,0,1,0,3,0,0,1,0,0,4,0,0,0,1,0,0,1,5,1,0,1,0,1,0,0,0,1,2,1,1,4,2,5,1,1,1,0,1,0,0,1,10,0,1,2,1
702,0,1,15,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,1,0,4,1,0,1,0,1,0,1,0,0,1,1,0,2,2,1,1,1,1,0,1,0,0,1,0,0,1,2,1
769,0,1,16,0,1,0,4,0,0,1,0,0,3,0,0,0,1,0,1,0,5,1,0,1,0,1,0,1,0,0,1,1,1,3,3,5,1,1,1,0,1,0,1,0,4,0,1,2,1
623,0,1,15,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,0,1,4,1,1,0,0,1,0,0,0,1,1,1,1,3,1,5,1,1,1,0,1,0,0,0,0,0,2,2,1
898,0,1,15,1,0,0,4,0,0,0,0,1,4,0,0,0,1,0,0,1,4,1,1,0,0,1,1,0,0,0,1,1,1,3,3,5,1,1,1,0,1,0,0,0,2,0,1,2,1
581,1,0,15,1,0,0,4,0,0,0,0,1,4,0,0,0,1,0,0,1,4,1,1,0,0,1,0,0,1,0,1,1,1,4,4,3,0,1,1,0,1,0,1,0,2,1,1,2,0
659,1,0,16,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,4,1,0,1,0,1,1,0,0,0,3,2,0,3,3,4,1,1,1,0,1,0,0,1,2,0,3,2,1
788,1,0,15,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,1,0,4,1,1,0,0,1,0,0,0,1,1,1,1,3,2,1,1,1,1,0,1,0,0,1,0,0,1,2,1
628,1,0,16,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,0,1,4,1,1,0,0,1,1,0,0,0,1,1,0,2,3,5,1,1,1,0,1,0,0,0,2,0,1,2,1
622,1,0,15,1,0,0,3,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,0,1,0,1,0,0,0,1,4,2,1,4,4,2,1,1,1,1,1,0,1,0,0,0,1,2,1
511,1,0,15,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,0,1,4,1,0,1,0,1,0,0,0,1,1,1,0,4,4,5,1,1,1,0,1,0,0,1,10,0,1,2,0
759,0,1,15,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,5,0,0,1,0,1,0,1,0,0,3,1,1,3,3,4,1,1,1,0,1,0,0,1,4,0,2,2,1
978,1,0,15,1,0,0,4,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,1,0,0,1,0,0,0,1,3,2,0,4,4,5,1,1,1,1,1,0,0,1,6,2,2,2,0
846,0,1,16,1,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,1,4,0,1,0,0,1,0,0,0,1,1,1,1,4,2,3,0,1,1,0,1,0,0,1,12,1,2,2,1
639,1,0,15,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,0,1,4,1,1,0,0,1,0,1,0,0,1,1,0,3,5,2,1,1,1,0,1,0,1,1,26,0,2,2,0
